任务号,接口ID,方法,路径,依据,状态,证据,提交
R44,,,巡检轮（missing=0 → 只校验不改代码）：全量两轮 204 例全绿（0 失败/0 错误/0 跳过，33 个测试类）＋逐类结果 diff 为空（先剥 Time elapsed 再排序，坑 79）＋覆盖门禁 90/90（registered_routes=96、not_registered=[]）＋既有 14 套只读审计复跑零回归（rc 序列与 R43 逐条一致；FAIL 断言行 44/44，新增 0 消失 0）＋13 个负向自测全 rc=0＋零写副作用（84 个产物 md5+size 全等）；新增抽查（不新建工具，抽查式）：**响应包络字段集合 + traceId 出口语义**（第十八类可审计不变量）＝md §0 包络字面量与 traceId 行 ⇔ envelope.schema.json ⇔ error.schema.json ⇔ openapi Envelope 组件（$ref 目标）⇔ 实现（ApiEnvelope 分量/TraceIdFilter.HEADER/MDC_KEY）⇔ 客户端（ApiEnvelope 接口/ApiError 实参/body.details 读取点）逐处比对（PASS 28/FAIL 4）；4 条真实发现：A2 实现 5 分量 != envelope schema 4 键（差异 details）、A9 成功路径输出 5 字段 != md 声明 4 字段（与 A2 同源）、A3 envelope(4 键) != error(5 键) 同一包络两种形状、A5 客户端 body.details 读取点 0；诚实标注 traceId 头名有 4 处契约测试字面量断言故**不属盲区**，真正不可见的是成功路径包络字段集合（envelope.schema.json 为 additionalProperties:true）,真源（全量测试 surefire 逐类结果＋覆盖门禁 coverage-report.json＋14 套只读审计＋13 个负向自测＋抽查 M/S/E/O/I/C/T 七处取证）,已审计（抽查 32 条断言 PASS 28/FAIL 4；判别力自测 12/12 PASS；本轮未改业务代码/清单/生成器/md/断言；他方 4 个未提交文件未触碰）,evidence/spotcheck-envelope-R44.txt；evidence/spotcheck-envelope-selftest-R44.txt；evidence/audit-regression-R44.txt；evidence/green-verify-R44-full-run1.txt；evidence/green-verify-R44-full-run2.txt,3107e2e
R45,,,巡检轮（missing=0 → 只校验不改代码）：全量两轮 204 例全绿（0 失败/0 错误/0 跳过，33 个测试类）＋逐类结果 diff 为空（先剥 Time elapsed 再排序，坑 79）＋覆盖门禁 90/90（registered_routes=96、not_registered=[]）＋既有 14 套只读审计复跑零回归（rc 序列归一后 27/27 逐条一致；FAIL 断言行 29/29，新增 0 消失 0）＋13 个负向自测全 rc=0＋零写副作用（84 个产物 md5+size 全等）；新增抽查（不新建工具，抽查式）：**分页查询排序确定性（ORDER BY 必须含唯一键 tie-breaker）**（第十九类可审计不变量）＝13 条分页 SQL 的 ORDER BY 列集合 ⇔ DDL 唯一键集合（内联/复合 primary key ＋unique index）逐条比对（PASS 12/FAIL 1）；1 条真实发现：UsageService.java:167（表 aap_usage_hourly）order by stat_hour、model_name、group_name 不含完整唯一键（缺 channel_id），而 USE-02 把 channelId 硬编码 null → 并列行必然出现、跨页顺序不定（重复/漏行）；naive 修法（追加 id）无效（该分区表无主键、id 无唯一约束），正确修法为补 channel_id；该不变量不被任何测试守卫（契约测试只读元素 schema、门禁只比路由、md 未声明排序、openapi 无 sort 参数）,真源（全量测试 surefire 逐类结果＋覆盖门禁 coverage-report.json 逐字段＋14 套只读审计＋13 个负向自测＋抽查 I/D/M/O/C/T 六处取证）,已审计（抽查 12 条断言 PASS 6/FAIL 2/INFO 4；判别力自测 9/9 PASS；本轮未改业务代码/清单/生成器/md/断言；他方 4 个未提交文件未触碰）,evidence/spotcheck-pagination-order-R45.txt；evidence/spotcheck-pagination-order-selftest-R45.txt；evidence/audit-regression-R45.txt；evidence/green-verify-R45-full-run1.txt；evidence/green-verify-R45-full-run2.txt,3deeb64
R46,,,巡检轮（missing=0 → 只校验不改代码）：全量两轮 204 例全绿（0 失败/0 错误/0 跳过，33 个测试类）＋逐类结果 diff 为空（先剥 Time elapsed 再排序，坑 79；首版提取正则漏 Time elapsed → 两侧各解析到 0 类，空转假绿，坑 46）＋覆盖门禁 90/90（registered_routes=96、not_registered=[]）＋既有 14 套只读审计复跑零回归（唯一 FAIL 断言集合 28/28 逐行一致，新增 0 消失 0；比对器自身三轮返工已留痕）＋13 个负向自测全 rc=0＋零写副作用（84 个产物 md5+size 全等）；新增抽查（不新建工具；**复核并升级 R41 的分页缺省/上限抽查**）：分页参数缺省值与上限（取值域）＝M md §0（缺省 1/缺省 20/上限 200）⇔ O openapi 46 个参数逐条 ⇔ I 实现常量＋**调用链 ≤3 跳**夹取 ⇔ C 客户端实参/常量 ⇔ T 测试断言 逐处比对（PASS 10/FAIL 2/INFO 5）；2 条真实发现：A1 openapi 46/46 参数无 default、A2 23/23 pageSize 无 maximum（与 R41 观察项同源，本轮升级为逐参数机器取证）；本轮新增判据 A5（21/21 分页控制器方法经控制器或服务**调用链**夹取）、A6（裸 int pageSize 的 UsageService.hourly 其 2 个调用点都传夹取值）、I5（endpoints.json 的 23 条分页端点 query_params 只记参数名、表达不了缺省/上限）；**修正 R41 的 C1 口径**（R41 只扫 aap-client/src/api/*.ts → 「0 处写死」；R46 扫全 aap-client/src → 10 处显式分页值，值域 {1、10、20}）,真源（全量测试 surefire 逐类结果＋覆盖门禁 coverage-report.json 逐字段＋14 套只读审计＋13 个负向自测＋抽查 M/O/I/C/T 五处取证）,已审计（抽查 12 条断言 PASS 10/FAIL 2/INFO 5；判别力自测 20/20 PASS；本轮未改业务代码/清单/生成器/md/断言；他方 4 个未提交文件未触碰）,evidence/spotcheck-pagination-defaults-R46.txt；evidence/spotcheck-pagination-defaults-selftest-R46.txt；evidence/audit-regression-R46.txt；evidence/green-verify-R46-full-run1.txt；evidence/green-verify-R46-full-run2.txt,064cc4b
R47,,,,巡检轮（missing=0 → 只校验不改代码）：真源（全量测试 surefire 逐类结果＋覆盖门禁 coverage-report.json 逐字段＋14 套只读审计＋13 个负向自测＋抽查 I/E 两处取证）,已核查（零回归；本轮未改业务代码/清单/生成器/md/断言；他方 4 个未提交文件未触碰）,evidence/green-verify-R47-full-run1.txt；evidence/green-verify-R47-full-run2.txt；evidence/audit-regression-R47.txt；evidence/spotcheck-page-total-R47.txt；evidence/spotcheck-page-total-selftest-R47.txt,f78ace6
R48,,,,巡检轮（missing=0 → 只校验不改代码）：真源（全量测试 surefire 逐类结果＋覆盖门禁 coverage-report.json 逐字段＋14 套只读审计＋13 个负向自测＋抽查 D/E/I/O 四处取证）,已核查（零回归：204 例两轮全绿且逐类一致；FAIL 明细剥来源前缀后 28/28 逐行一致；本轮未改业务代码/清单/生成器/md/断言；他方 4 个未提交文件未触碰）；新增待拍板 1 项（A1 五个唯一索引缺 `where deleted = false` 谓词：当前不可达，补谓词 or 扩白名单需拍板）,evidence/green-verify-R48-full-run1.txt；evidence/green-verify-R48-full-run2.txt；evidence/audit-regression-R48.txt；evidence/audit-regression-R48-faildiff.txt；evidence/spotcheck-softdelete-R48.txt；evidence/spotcheck-softdelete-selftest-R48.txt,21346ea
R49,,,,巡检轮（missing=0 → 只校验不改代码）：全量两轮 204 例全绿（0 失败/0 错误/0 跳过，33 个测试类）＋逐类结果 diff 为空（先剥 Time elapsed 再排序，坑 79）＋覆盖门禁 90/90（registered_routes=96、not_registered=[]）＋既有 14 套只读审计复跑零回归（FAIL 明细剥来源前缀后逐行一致，新增 0 消失 0）＋13 个负向自测全 rc=0＋零写副作用（84 个产物 md5+size 全等）；新增抽查（不新建工具，抽查式）：**请求参数可达性一致性**（第二十三类可审计不变量）＝endpoints.json 的 query_params ⇔ 控制器 @RequestParam 形参及其调用链（≤3 跳下游，按位置映射形参名）逐处比对（PASS 5/FAIL 1）；A1（控制器已接收但调用链上未使用）=0 条；A2 4 条（QT-06/ADM-R05 的 page/pageSize）＝已登记漂移的独立复核（与 audit-query-params 的 A1/A3b 同源，md 与实现一致、生成物侧多声明），不新增待拍板项；判别力自测 22/22 PASS（含注入缺陷必须真的改到源码 + 空夹具点名 + 零写副作用）,已核查（零回归：204 例两轮全绿且逐类一致；FAIL 明细逐行一致；本轮未改业务代码/清单/生成器/md/断言；他方 4 个未提交文件未触碰）,evidence/green-verify-R49-full-run1.txt；evidence/green-verify-R49-full-run2.txt；evidence/audit-regression-R49.txt；evidence/audit-regression-R49-faildiff.txt；evidence/spotcheck-param-reach-R49.txt；evidence/spotcheck-param-reach-selftest-R49.txt,fc66831
R50,,,,巡检轮（missing=0 → 只校验不改代码）：全量两轮 204 例全绿（0 失败/0 错误/0 跳过，33 个测试类）＋逐类结果 diff 为空（先剥 Time elapsed 再排序，坑 79）＋覆盖门禁 90/90（missing=0）＋既有 14 套只读审计复跑零回归（FAIL 明细剥来源前缀后 28/28 逐行一致，新增 0 消失 0）＋13 个负向自测全 rc=0＋零写副作用（84 个产物 md5+size 全等）；新增抽查（不新建工具，抽查式）：**审计留痕一致性与完整性**（第二十四类可审计不变量）＝DDL 列 ⇔ 契约 audit-log.schema.json 属性 ⇔ 实体/BaseEntity/视图 Row/查询 select/AuditAction 枚举/AuditService 写入 setter/record 调用点 ⇔ md 清单「审计」标注端点 ⇔ ER 文档字段行 逐处比对（PASS 16/FAIL 2）；2 条真实发现：A6 孤儿 action SYNC_WRITE_PRICE（目录 18 码、实现使用 17，全仓库仅枚举声明一处、自 a60c58a 起无调用点；同步统一记 SYNC_EXECUTE → 写价审计无法区分）、A7 声明但写入路径从不填充的列 user_agent（DDL/ER/schema/实体/查询/视图六处声明，record 只 set 13/14 列 → 生产恒 NULL；测试夹具是直接 INSERT 该列故对 204 例不可见）；客户端按 action 码分支 0 处、user_agent 消费 0 处 → 两条均降级为文档一致性项（待拍板）；判别力自测 27/27 PASS（9 组注入缺陷 + 空夹具点名 + 零写副作用 + 真实仓库只读守卫）,已核查（零回归：204 例两轮全绿且逐类一致；FAIL 明细逐行一致；本轮未改业务代码/清单/生成器/md/断言；他方未提交文件未触碰）；新增待拍板 2 项（A6 孤儿 action、A7 user_agent 声明未填充）,evidence/green-verify-R50-full-run1.txt；evidence/green-verify-R50-full-run2.txt；evidence/audit-regression-R50.txt；evidence/audit-regression-R50-faildiff.txt；evidence/spotcheck-audit-log-R50.txt；evidence/spotcheck-audit-log-selftest-R50.txt,7f1ec60
R51,,,,巡检轮（missing=0 → 只校验不改代码）：全量两轮 204 例全绿（0 失败/0 错误/0 跳过，33 个测试类）＋逐类结果 diff 为空（先剥 Time elapsed 再排序，坑 79）＋覆盖门禁 90/90（missing=0）＋既有 14 套只读审计复跑零回归（FAIL 明细剥来源前缀后 28/28 逐行一致，新增 0 消失 0）＋13 个负向自测全 rc=0＋零写副作用（84 个产物 md5+size 全等）；新增抽查（不新建工具，抽查式）：**状态机「取值域 + 迁移守卫」跨源一致性**（第二十五类可审计不变量）＝md 清单迁移声明/状态码 ⇔ 实现状态写入点（SQL set 文本块 16 条 + ORM 实体 setter 41 条，回查 @Table 得表名）⇔ ER 文档取值域（20 表 21 列）⇔ JSON Schema status enum（12 处）⇔ 生成器状态目录（10 个）逐处比对（PASS 87/FAIL 7）；4 条真实漂移：① aap_quote.status 写 REVIEWING 而契约写 IN_REVIEW（实现+测试断言+客户端三处一致 → 契约侧错，且 quote 的 REVIEWING 从不进 assertModel → 204 例全绿不可见）② aap_detection_job.status 写 CANCELLED 而生成器/ER/schema 均缺（D-STATE-01 已登记偏差，DET-05 响应未 assertModel）③④ aap_compiled_expression 的 status 与 gate_status 都写 FAILED（ER 声明域为 VERIFY_FAILED / COMPILED-VERIFIED-CONFIRMED-REJECTED；gate_status 在 schema 里**无 enum** → 契约测试零约束；验证失败路径零断言）＋佐证孤儿状态 VERIFY_FAILED（ER 域里唯一全仓库零出现）；信息项：aap_outbox_event 整表未接线、2 条非用户驱动状态机无条件写、1 条未能静态判定；判别力自测 35/35 PASS（合规夹具 rc=0、空夹具点名 5 条 + 3 条防空转、9 组注入缺陷各恰好新增目标断言、switch case 标签与实体映射错配两条回归守卫、零写副作用）,已核查（零回归：204 例两轮全绿且逐类一致；FAIL 明细逐行一致；本轮未改业务代码/清单/生成器/md/断言；他方未提交文件未触碰）；新增待拍板 4 项（REVIEWING/IN_REVIEW、CANCELLED 未声明、compiled_expression 的 status+gate_status 双 FAILED）,evidence/green-verify-R51-full-run1.txt；evidence/green-verify-R51-full-run2.txt；evidence/green-verify-R51-classdiff.txt；evidence/audit-regression-R51.txt；evidence/audit-regression-R51-faildiff.txt；evidence/spotcheck-status-machine-R51.txt；evidence/spotcheck-status-machine-selftest-R51.txt,521096d
R52,,,,巡检轮（missing=0 → 只校验不改代码）：全量两轮 204 例全绿（0 失败/0 错误/0 跳过，33 个测试类）＋逐类结果 diff 为空（先剥 Time elapsed 再排序，坑 79）＋覆盖门禁 90/90（missing=0，registered_routes=96）＋既有 14 套只读审计复跑零回归（FAIL 明细剥来源前缀后逐行一致，新增 0 消失 0）＋13 个负向自测全 rc=0＋零写副作用（84 个产物 md5+size 全等）；新增抽查（不新建工具，抽查式）：**时区/桶口径一致性**（第二十六类可审计不变量）＝md §0 时间行 ⇔ 实现（17 处 RFC3339 格式串 + 24 处出口实参 offset 来源 + 2 处无时区 now() + 8 处桶边界取证点 + 裸 date_trunc 扫描）⇔ JSON Schema（date-time 88/date 1）⇔ 客户端（15 处本机日期派生 + 3 处 month 实参，标识符回查定义）⇔ 测试断言形状 逐处比对（PASS 13/FAIL 1/INFO 3）；1 条真实跨源漂移：客户端 pages/usage/index.vue:191 用 currentMonth()（本机月）作 month 查询参数、:207 传给 GET /usage/summary，而服务端月桶按 UTC 计算（UsageService.resolveWindow + 缺省 LocalDate.now(ZoneOffset.UTC)）→ 东八区每月 1 日 00:00–08:00 桶内无数据（首屏空）；客户端注释自称「口径由服务端给」却被唯一调用点写死；零漂移正面结论（带正向对照）：24 处出口实参全部归一到 UTC、0 处会话时区依赖 date_trunc、8 处桶边界全部带 UTC；信息项：AuditListeners 2 处 now() 无显式时区、时间文本形状缺测试背书（endsWith Z 0 处 / parse→toInstant 1 处）、schema 对 88 个 date-time 字段无 Z 约束；判别力自测 25/25 PASS（合规夹具 rc=0、空夹具点名 P1…P7+A5、5 组注入缺陷各恰好新增目标断言且锚点全部命中、真实仓库只读守卫、零写副作用）,已核查（零回归：204 例两轮全绿且逐类一致；FAIL 明细逐行一致；本轮未改业务代码/清单/生成器/md/断言；他方未提交文件未触碰、未纳入提交）；新增待拍板 1 项（客户端本机月 × 服务端 UTC 月桶）,evidence/green-verify-R52-full-run1.txt；evidence/green-verify-R52-full-run2.txt；evidence/green-verify-R52-classdiff.txt；evidence/audit-regression-R52.txt；evidence/audit-regression-R52-faildiff.txt；evidence/spotcheck-time-bucket-R52.txt；evidence/spotcheck-time-bucket-selftest-R52.txt,f561e83
R53,,,,**敏感字段（明文/密文/掩码）对外键集合一致性**（第二十七类可审计不变量）| 真源 V=服务端出口键（@JsonProperty + 无注解 getter 默认键名 + Map put/of）⇔ S=契约 schema 属性名 ⇔ C=客户端属性访问（直接读取 vs 容错候选）⇔ D=DDL 敏感列 ⇔ I=掩码实现与调用点 ⇔ T=测试背书 | 断言 PASS 7 / FAIL 3 组（A1/A2/A2c）| **4 条真实发现（全部为契约或生成物侧，非运行时缺陷）**：① 客户端 profile-model.ts:166 读 `contact_phone_mask`，服务端只出口 `contact_phone_masked`/`contact_phone`（全仓库无该出口键）→「服务端值优先」为死路径、实际走兜底（因服务端值已含 * 而原样返回，用户不可见）② MeResult 顶层出口 `mobile` 契约未声明（容错别名）③ report.schema 声明 `api_key_mask` 而 RPT-02 实际 DTO 只出口 `api_key_masked`（死字段）④ QT-02/QT-05 声明 response_model=quote-detail 而实际返回 Created/Items 子集（md 与实现一致 → 判生成物侧多声明）| 零漂移正面结论（带正向对照）：8 个密文/指纹列 0 处出口、明文敏感键出口仅 1 处（CredentialViews.Reveal，有「明文」依据注释，上限 2）、内联掩码实现 0 处、掩码形状与 javadoc 一致（手机 3+4 / api_key 4+4）、其余 9 个契约形态键客户端读取点均有服务端出口 | 信息项：客户端本地视图模型键 3 个、容错候选键 13 个、DDL 掩码列 5 个、掩码形态测试断言 17 处 | 判别力自测 36/36 PASS（合规夹具 rc=0 + 空夹具点名 6 条正向对照 + 6 组注入缺陷各恰好新增目标断言且锚点全部命中 + 真实仓库只读守卫 + 零写副作用）| 证据 spotcheck-sensitive-fields-R53.txt + spotcheck-sensitive-fields-selftest-R53.txt,已核查（零回归：204 例两轮全绿且逐类一致；FAIL 明细逐行一致；本轮未改业务代码/清单/生成器/md/断言；他方未提交文件未触碰、未纳入提交）；新增待拍板 4 项（客户端 contact_phone_mask 键名、MeResult.mobile 未声明、report 死字段 api_key_mask、QT-02/QT-05 response_model 与实际形状不符）,evidence/green-verify-R53-full-run1.txt；evidence/green-verify-R53-full-run2.txt；evidence/green-verify-R53-classdiff.txt；evidence/audit-regression-R53.txt；evidence/spotcheck-sensitive-fields-R53.txt；evidence/spotcheck-sensitive-fields-selftest-R53.txt,3aea609
